Jaar,Woonregio,Werkregio,Banen van werknemers
2016,Alkmaar,Haarlem,1900
2016,Alkmaar,Haarlemmermeer,1800
2016,Alkmaar,Heemskerk,200
2016,Alkmaar,Heiloo,1000
2016,Alkmaar,Helmond,100
2016,Alkmaar,Hilversum,100
2016,Alkmaar,Hollands Kroon,200
2016,Alkmaar,Hoorn,1200
2016,Alkmaar,Koggenland,300
2016,Alkmaar,Leiden,100
2016,Alkmaar,Medemblik,300
2016,Alkmaar,Nieuwegein,100
2016,Alkmaar,Opmeer,100
2016,Alkmaar,Ouder-Amstel,100
2016,Alkmaar,Purmerend,1600
2016,Alkmaar,Rotterdam,200
2016,Alkmaar,Schagen,1000
2016,Alkmaar,Texel,100
2016,Alkmaar,Tilburg,100
2016,Alkmaar,Uitgeest,200
2016,Alkmaar,Uithoorn,100
2016,Alkmaar,Utrecht (gem),300
2016,Alkmaar,Velsen,1600
2016,Alkmaar,Waterland,100
2016,Alkmaar,Wormerland,100
2016,Alkmaar,Zaanstad,1500
2016,Bergen (NH.),Alkmaar,2300
2016,Bergen (NH.),Amstelveen,100
2016,Bergen (NH.),Amsterdam,1000
2016,Bergen (NH.),Bergen (NH.),3200
2016,Bergen (NH.),Beverwijk,200
2016,Bergen (NH.),Castricum,300
2016,Bergen (NH.),Den Helder,200
2016,Bergen (NH.),Dijk en Waard,600
2016,Bergen (NH.),Haarlem,200
2016,Bergen (NH.),Haarlemmermeer,400
2016,Bergen (NH.),Heemskerk,100
2016,Bergen (NH.),Heiloo,400
2016,Bergen (NH.),Hoorn,100
2016,Bergen (NH.),Koggenland,100
2016,Bergen (NH.),Purmerend,100
2016,Bergen (NH.),Rotterdam,100
2016,Bergen (NH.),Schagen,300
2016,Bergen (NH.),Uitgeest,100
2016,Bergen (NH.),Velsen,400
2016,Bergen (NH.),Zaanstad,300
2016,Castricum,'s-Gravenhage,100
2016,Castricum,Alkmaar,1700
2016,Castricum,Amstelveen,100
2016,Castricum,Amsterdam,2600
2016,Castricum,Bergen (NH.),200
2016,Castricum,Beverwijk,700
2016,Castricum,Castricum,3700
2016,Castricum,Den Helder,100
2016,Castricum,Dijk en Waard,500
2016,Castricum,Haarlem,500
2016,Castricum,Haarlemmermeer,700
2016,Castricum,Heemskerk,700
2016,Castricum,Heiloo,700
2016,Castricum,Hoorn,100
2016,Castricum,Purmerend,200
2016,Castricum,Rotterdam,100
2016,Castricum,Schagen,100
2016,Castricum,Tilburg,100
2016,Castricum,Uitgeest,300
2016,Castricum,Uithoorn,100
2016,Castricum,Utrecht (gem),100
2016,Castricum,Velsen,800
2016,Castricum,Zaanstad,600
2016,Den Helder,'s-Gravenhage,100
2016,Den Helder,Alkmaar,1000
2016,Den Helder,Amsterdam,800
2016,Den Helder,Bergen (NH.),100
2016,Den Helder,Beverwijk,200
2016,Den Helder,Den Helder,15300
2016,Den Helder,Dijk en Waard,1200
2016,Den Helder,Edam-Volendam,100
2016,Den Helder,Enkhuizen,100
2016,Den Helder,Haarlem,200
2016,Den Helder,Haarlemmermeer,200
2016,Den Helder,Heiloo,100
2016,Den Helder,Hollands Kroon,900
2016,Den Helder,Hoorn,300
2016,Den Helder,Huizen,100
2016,Den Helder,Koggenland,100
2016,Den Helder,Medemblik,200
2016,Den Helder,Purmerend,100
2016,Den Helder,Rotterdam,100
2016,Den Helder,Schagen,1500
2016,Den Helder,Schouwen-Duiveland,100
2016,Den Helder,Texel,400
2016,Den Helder,Tilburg,100
2016,Den Helder,Utrecht (gem),100
2016,Den Helder,Velsen,300
2016,Den Helder,Zaanstad,200
2016,Drechterland,Alkmaar,300
2016,Drechterland,Amsterdam,700
2016,Drechterland,Den Helder,100
2016,Drechterland,Dijk en Waard,200
2016,Drechterland,Drechterland,1800
2016,Drechterland,Edam-Volendam,100
2016,Drechterland,Enkhuizen,500
2016,Drechterland,Haarlem,100
2016,Drechterland,Haarlemmermeer,200
2016,Drechterland,Hollands Kroon,100
2016,Drechterland,Hoorn,1700
2016,Drechterland,Koggenland,100
2016,Drechterland,Medemblik,1200
2016,Drechterland,Opmeer,100
2016,Drechterland,Purmerend,400
2016,Drechterland,Schagen,100
2016,Drechterland,Stede Broec,600
2016,Drechterland,Zaanstad,200
2016,Enkhuizen,Alkmaar,300
2016,Enkhuizen,Amsterdam,700
2016,Enkhuizen,Den Helder,100
2016,Enkhuizen,Dijk en Waard,100
2016,Enkhuizen,Drechterland,300
2016,Enkhuizen,Edam-Volendam,100
2016,Enkhuizen,Enkhuizen,2600
2016,Enkhuizen,Haarlem,100
2016,Enkhuizen,Haarlemmermeer,100
2016,Enkhuizen,Hollands Kroon,100
2016,Enkhuizen,Hoorn,1000
2016,Enkhuizen,Koggenland,100
2016,Enkhuizen,Lelystad,100
2016,Enkhuizen,Medemblik,800
2016,Enkhuizen,Purmerend,200
2016,Enkhuizen,Stede Broec,800
2016,Enkhuizen,Velsen,100
2016,Enkhuizen,Zaanstad,100
2016,Heiloo,Alkmaar,2100
2016,Heiloo,Amstelveen,100
2016,Heiloo,Amsterdam,1500
2016,Heiloo,Bergen (NH.),300
2016,Heiloo,Beverwijk,200
2016,Heiloo,Castricum,500
2016,Heiloo,Den Helder,100
2016,Heiloo,Dijk en Waard,500
2016,Heiloo,Haarlem,300
2016,Heiloo,Haarlemmermeer,400
2016,Heiloo,Heemskerk,100
2016,Heiloo,Heiloo,1600
2016,Heiloo,Hoorn,100
2016,Heiloo,Purmerend,100
2016,Heiloo,Rotterdam,100
2016,Heiloo,Schagen,100
2016,Heiloo,Utrecht (gem),100
2016,Heiloo,Velsen,300
2016,Heiloo,Zaanstad,300
2016,Hollands Kroon,'s-Gravenhage,100
2016,Hollands Kroon,Alkmaar,1700
2016,Hollands Kroon,Amsterdam,1000
2016,Hollands Kroon,Bergen (NH.),200
2016,Hollands Kroon,Beverwijk,100
2016,Hollands Kroon,Castricum,100
2016,Hollands Kroon,Den Helder,2600
2016,Hollands Kroon,Dijk en Waard,1500
2016,Hollands Kroon,Drechterland,100
2016,Hollands Kroon,Edam-Volendam,100
2016,Hollands Kroon,Enkhuizen,100
2016,Hollands Kroon,Haarlem,200
2016,Hollands Kroon,Haarlemmermeer,200
2016,Hollands Kroon,Hollands Kroon,6600
2016,Hollands Kroon,Hoorn,800
2016,Hollands Kroon,Huizen,100
2016,Hollands Kroon,Koggenland,200
2016,Hollands Kroon,Medemblik,800
2016,Hollands Kroon,Opmeer,200
2016,Hollands Kroon,Purmerend,300
2016,Hollands Kroon,Rotterdam,100
2016,Hollands Kroon,Schagen,2400
2016,Hollands Kroon,Stede Broec,100
2016,Hollands Kroon,Texel,200
2016,Hollands Kroon,Velsen,300
2016,Hollands Kroon,Westland,200
2016,Hollands Kroon,Zaanstad,200
2016,Hoorn,'s-Gravenhage,100
2016,Hoorn,Alkmaar,2600
2016,Hoorn,Almere,100
2016,Hoorn,Amstelveen,100
2016,Hoorn,Amsterdam,5500
2016,Hoorn,Bergen (NH.),100
2016,Hoorn,Beverwijk,100
2016,Hoorn,Den Helder,300
2016,Hoorn,Diemen,100
2016,Hoorn,Dijk en Waard,700
2016,Hoorn,Drechterland,400
2016,Hoorn,Edam-Volendam,400
2016,Hoorn,Enkhuizen,400
2016,Hoorn,Haarlem,300
2016,Hoorn,Haarlemmermeer,1100
2016,Hoorn,Hilversum,100
2016,Hoorn,Hollands Kroon,200
2016,Hoorn,Hoorn,12000
2016,Hoorn,Huizen,100
2016,Hoorn,Koggenland,800
2016,Hoorn,Lelystad,100
2016,Hoorn,Medemblik,1800
2016,Hoorn,Opmeer,200
2016,Hoorn,Ouder-Amstel,100
2016,Hoorn,Purmerend,1599
2016,Hoorn,Rotterdam,100
2016,Hoorn,Schagen,200
2016,Hoorn,Stede Broec,300
2016,Hoorn,Tiel,100
2016,Hoorn,Utrecht (gem),200
2016,Hoorn,Velsen,200
2016,Hoorn,Waterland,100
2016,Hoorn,Zaanstad,1000
2016,Koggenland,Alkmaar,1100
2016,Koggenland,Amsterdam,1000
2016,Koggenland,Bergen (NH.),100
2016,Koggenland,Beverwijk,100
2016,Koggenland,Castricum,100
2016,Koggenland,Den Helder,100
2016,Koggenland,Dijk en Waard,1100
2016,Koggenland,Drechterland,100
2016,Koggenland,Edam-Volendam,100
2016,Koggenland,Enkhuizen,100
2016,Koggenland,Haarlem,100
2016,Koggenland,Haarlemmermeer,300
2016,Koggenland,Hollands Kroon,100
2016,Koggenland,Hoorn,1400
2016,Koggenland,Koggenland,2700
2016,Koggenland,Medemblik,300
2016,Koggenland,Opmeer,200
2016,Koggenland,Purmerend,600
2016,Koggenland,Schagen,100
2016,Koggenland,Velsen,200
2016,Koggenland,Zaanstad,300
2016,Medemblik,Aalsmeer,100
2016,Medemblik,Alkmaar,1000
2016,Medemblik,Amsterdam,1600
2016,Medemblik,Bergen (NH.),100
2016,Medemblik,Beverwijk,100
2016,Medemblik,Den Helder,300
2016,Medemblik,Dijk en Waard,600
2016,Medemblik,Drechterland,400
2016,Medemblik,Edam-Volendam,200
2016,Medemblik,Enkhuizen,600
2016,Medemblik,Haarlem,100
2016,Medemblik,Haarlemmermeer,300
2016,Medemblik,Hilversum,100
2016,Medemblik,Hollands Kroon,800
2016,Medemblik,Hoorn,3300
2016,Medemblik,Huizen,100
2016,Medemblik,Koggenland,400
2016,Medemblik,Medemblik,6500
2016,Medemblik,Opmeer,500
2016,Medemblik,Purmerend,600
2016,Medemblik,Rotterdam,100
2016,Medemblik,Schagen,200
2016,Medemblik,Stede Broec,500
2016,Medemblik,Utrecht (gem),100
2016,Medemblik,Velsen,100
2016,Medemblik,Westland,100
2016,Medemblik,Zaanstad,300
2016,Opmeer,Alkmaar,500
2016,Opmeer,Amsterdam,300
2016,Opmeer,Den Helder,100
2016,Opmeer,Dijk en Waard,400
2016,Opmeer,Drechterland,100
2016,Opmeer,Haarlemmermeer,100
2016,Opmeer,Hollands Kroon,200
2016,Opmeer,Hoorn,800
2016,Opmeer,Koggenland,400
2016,Opmeer,Medemblik,500
2016,Opmeer,Opmeer,1300
2016,Opmeer,Purmerend,100
2016,Opmeer,Schagen,100
2016,Opmeer,Velsen,100
2016,Opmeer,Zaanstad,100
2016,Schagen,Alkmaar,2500
2016,Schagen,Amsterdam,1200
2016,Schagen,Bergen (NH.),700
2016,Schagen,Beverwijk,200
2016,Schagen,Castricum,200
2016,Schagen,Den Helder,1300
2016,Schagen,Dijk en Waard,1799
2016,Schagen,Haarlem,200
2016,Schagen,Haarlemmermeer,300
2016,Schagen,Heiloo,100
2016,Schagen,Hollands Kroon,900
2016,Schagen,Hoorn,500
2016,Schagen,Koggenland,200
2016,Schagen,Medemblik,200
2016,Schagen,Opmeer,200
2016,Schagen,Purmerend,300
2016,Schagen,Rotterdam,100
2016,Schagen,Schagen,7700
2016,Schagen,Utrecht (gem),100
2016,Schagen,Velsen,400
2016,Schagen,Zaanstad,400
2016,Schagen,Zandvoort,100
2016,Stede Broec,Alkmaar,400
2016,Stede Broec,Amsterdam,800
2016,Stede Broec,Den Helder,100
2016,Stede Broec,Dijk en Waard,200
2016,Stede Broec,Drechterland,600
2016,Stede Broec,Edam-Volendam,100
2016,Stede Broec,Enkhuizen,1200
2016,Stede Broec,Haarlem,100
2016,Stede Broec,Haarlemmermeer,200
2016,Stede Broec,Hollands Kroon,100
2016,Stede Broec,Hoorn,1300
2016,Stede Broec,Koggenland,100
2016,Stede Broec,Lelystad,100
2016,Stede Broec,Medemblik,1300
2016,Stede Broec,Opmeer,100
2016,Stede Broec,Purmerend,200
2016,Stede Broec,Stede Broec,2100
2016,Stede Broec,Velsen,100
2016,Stede Broec,Zaanstad,200
2016,Texel,Alkmaar,100
2016,Texel,Amsterdam,100
2016,Texel,Den Helder,300
2016,Texel,Hollands Kroon,100
2016,Texel,Schagen,100
2016,Texel,Texel,4500
2016,Uitgeest,Alkmaar,400
2016,Uitgeest,Amstelveen,100
2016,Uitgeest,Amsterdam,1200
2016,Uitgeest,Beverwijk,600
2016,Uitgeest,Castricum,400
2016,Uitgeest,Den Helder,100
2016,Uitgeest,Dijk en Waard,100
2016,Uitgeest,Haarlem,400
2016,Uitgeest,Haarlemmermeer,300
2016,Uitgeest,Heemskerk,400
2016,Uitgeest,Heemstede,100
2016,Uitgeest,Heiloo,100
2016,Uitgeest,Purmerend,100
2016,Uitgeest,Rotterdam,100
2016,Uitgeest,Schagen,100
2016,Uitgeest,Uitgeest,900
2016,Uitgeest,Velsen,500
2016,Uitgeest,Zaanstad,400
2017,Alkmaar,'s-Gravenhage,200
2017,Alkmaar,Alkmaar,19200
2017,Alkmaar,Almere,100
2017,Alkmaar,Amersfoort,100
2017,Alkmaar,Amstelveen,300
2017,Alkmaar,Amsterdam,6700
2017,Alkmaar,Bergen (NH.),1300
2017,Alkmaar,Beverwijk,600
2017,Alkmaar,Castricum,800
2017,Alkmaar,Den Helder,800
2017,Alkmaar,Diemen,100
2017,Alkmaar,Dijk en Waard,4400
2017,Alkmaar,Edam-Volendam,300
2017,Alkmaar,Enkhuizen,100
2017,Alkmaar,Haarlem,1500
2017,Alkmaar,Haarlemmermeer,2400
2017,Alkmaar,Heemskerk,300
2017,Alkmaar,Heemstede,100
2017,Alkmaar,Heiloo,1000
2017,Alkmaar,Helmond,100
2017,Alkmaar,Hilversum,100
2017,Alkmaar,Hollands Kroon,200
2017,Alkmaar,Hoorn,1000
2017,Alkmaar,Koggenland,400
2017,Alkmaar,Leiden,100
2017,Alkmaar,Medemblik,300
2017,Alkmaar,Nieuwegein,100
2017,Alkmaar,Opmeer,100
2017,Alkmaar,Ouder-Amstel,100
2017,Alkmaar,Purmerend,1300
2017,Alkmaar,Rotterdam,200
2017,Alkmaar,Schagen,1100
2017,Alkmaar,Tilburg,100
2017,Alkmaar,Uitgeest,200
2017,Alkmaar,Uithoorn,100
2017,Alkmaar,Utrecht (gem),300
2017,Alkmaar,Velsen,1600
2017,Alkmaar,Waterland,100
2017,Alkmaar,Wormerland,200
2017,Alkmaar,Zaanstad,1700
2017,Alkmaar,Zandvoort,100
2017,Bergen (NH.),'s-Gravenhage,100
2017,Bergen (NH.),Alkmaar,2200
2017,Bergen (NH.),Amsterdam,1300
2017,Bergen (NH.),Bergen (NH.),3300
2017,Bergen (NH.),Beverwijk,100
2017,Bergen (NH.),Castricum,300
2017,Bergen (NH.),Den Helder,200
2017,Bergen (NH.),Dijk en Waard,600
2017,Bergen (NH.),Haarlem,200
2017,Bergen (NH.),Haarlemmermeer,500
2017,Bergen (NH.),Heemskerk,100
2017,Bergen (NH.),Heiloo,400
2017,Bergen (NH.),Hoorn,100
2017,Bergen (NH.),Purmerend,100
2017,Bergen (NH.),Rotterdam,100
2017,Bergen (NH.),Schagen,300
2017,Bergen (NH.),Utrecht (gem),100
2017,Bergen (NH.),Velsen,400
2017,Bergen (NH.),Zaanstad,200
2017,Castricum,'s-Gravenhage,100
2017,Castricum,Alkmaar,1600
2017,Castricum,Amstelveen,100
2017,Castricum,Amsterdam,2700
2017,Castricum,Bergen (NH.),200
2017,Castricum,Beverwijk,700
2017,Castricum,Castricum,3900
2017,Castricum,Den Helder,100
2017,Castricum,Dijk en Waard,400
2017,Castricum,Haarlem,600
2017,Castricum,Haarlemmermeer,900
2017,Castricum,Heemskerk,800
2017,Castricum,Heiloo,700
2017,Castricum,Hoorn,100
2017,Castricum,Leiden,100
2017,Castricum,Purmerend,100
2017,Castricum,Rotterdam,100
2017,Castricum,Schagen,100
2017,Castricum,Tilburg,100
2017,Castricum,Uitgeest,300
2017,Castricum,Uithoorn,100
2017,Castricum,Utrecht (gem),100
2017,Castricum,Velsen,800
2017,Castricum,Zaanstad,700
2017,Den Helder,'s-Gravenhage,100
2017,Den Helder,Alkmaar,1400
2017,Den Helder,Amsterdam,900
2017,Den Helder,Barneveld,100
2017,Den Helder,Bergen (NH.),100
2017,Den Helder,Beverwijk,200
2017,Den Helder,Den Helder,15400
2017,Den Helder,Dijk en Waard,700
2017,Den Helder,Enkhuizen,200
2017,Den Helder,Haarlem,200
2017,Den Helder,Haarlemmermeer,300
2017,Den Helder,Heiloo,100
2017,Den Helder,Hollands Kroon,800
2017,Den Helder,Hoorn,300
2017,Den Helder,Medemblik,100
2017,Den Helder,Purmerend,100
2017,Den Helder,Rotterdam,100
2017,Den Helder,Schagen,1600
2017,Den Helder,Stede Broec,100
2017,Den Helder,Texel,500
2017,Den Helder,Tilburg,100
2017,Den Helder,Utrecht (gem),100
2017,Den Helder,Velsen,400
2017,Den Helder,Zaanstad,100
2017,Drechterland,Alkmaar,300
2017,Drechterland,Amsterdam,700
2017,Drechterland,Den Helder,100
2017,Drechterland,Dijk en Waard,100
2017,Drechterland,Drechterland,1700
2017,Drechterland,Edam-Volendam,100
2017,Drechterland,Enkhuizen,500
2017,Drechterland,Haarlemmermeer,100
2017,Drechterland,Hollands Kroon,100
2017,Drechterland,Hoorn,1800
2017,Drechterland,Koggenland,100
2017,Drechterland,Medemblik,1400
2017,Drechterland,Opmeer,100
2017,Drechterland,Purmerend,200
2017,Drechterland,Schagen,100
2017,Drechterland,Stede Broec,600
2017,Drechterland,Velsen,100
2017,Drechterland,Zaanstad,100
2017,Enkhuizen,Alkmaar,300
2017,Enkhuizen,Amsterdam,600
2017,Enkhuizen,Den Helder,100
2017,Enkhuizen,Dijk en Waard,100
2017,Enkhuizen,Drechterland,200
2017,Enkhuizen,Enkhuizen,2700
2017,Enkhuizen,Haarlemmermeer,100
2017,Enkhuizen,Hollands Kroon,200
2017,Enkhuizen,Hoorn,1100
2017,Enkhuizen,Koggenland,100
2017,Enkhuizen,Lelystad,100
2017,Enkhuizen,Medemblik,900
2017,Enkhuizen,Opmeer,100
2017,Enkhuizen,Purmerend,200
2017,Enkhuizen,Stede Broec,700
2017,Enkhuizen,Waterland,100
2017,Enkhuizen,Zaanstad,100
2017,Heiloo,'s-Gravenhage,100
2017,Heiloo,Alkmaar,2200
2017,Heiloo,Amstelveen,100
2017,Heiloo,Amsterdam,1500
2017,Heiloo,Bergen (NH.),400
2017,Heiloo,Beverwijk,200
2017,Heiloo,Castricum,400
2017,Heiloo,Den Helder,100
2017,Heiloo,Dijk en Waard,500
2017,Heiloo,Haarlem,300
2017,Heiloo,Haarlemmermeer,500
2017,Heiloo,Heemskerk,100
2017,Heiloo,Heiloo,1800
2017,Heiloo,Hoorn,100
2017,Heiloo,Purmerend,100
2017,Heiloo,Rotterdam,100
2017,Heiloo,Schagen,100
2017,Heiloo,Uitgeest,100
2017,Heiloo,Utrecht (gem),100
2017,Heiloo,Velsen,300
2017,Heiloo,Zaanstad,300
2017,Hollands Kroon,'s-Gravenhage,100
2017,Hollands Kroon,Alkmaar,1500
2017,Hollands Kroon,Amsterdam,1100
2017,Hollands Kroon,Bergen (NH.),200
2017,Hollands Kroon,Beverwijk,200
2017,Hollands Kroon,Castricum,100
2017,Hollands Kroon,Den Helder,2600
2017,Hollands Kroon,Dijk en Waard,1400
2017,Hollands Kroon,Drechterland,100
2017,Hollands Kroon,Edam-Volendam,100
2017,Hollands Kroon,Enkhuizen,200
2017,Hollands Kroon,Haarlem,100
2017,Hollands Kroon,Haarlemmermeer,300
2017,Hollands Kroon,Heiloo,100
2017,Hollands Kroon,Hollands Kroon,6800
2017,Hollands Kroon,Hoorn,800
2017,Hollands Kroon,Koggenland,200
2017,Hollands Kroon,Medemblik,700
2017,Hollands Kroon,Opmeer,200
2017,Hollands Kroon,Purmerend,300
2017,Hollands Kroon,Rotterdam,100
2017,Hollands Kroon,Schagen,2400
2017,Hollands Kroon,Stede Broec,100
2017,Hollands Kroon,Texel,200
2017,Hollands Kroon,Utrecht (gem),100
2017,Hollands Kroon,Velsen,400
2017,Hollands Kroon,Westland,200
2017,Hollands Kroon,Zaanstad,200
2017,Hoorn,'s-Gravenhage,100
2017,Hoorn,Alkmaar,2400
2017,Hoorn,Almere,100
2017,Hoorn,Amstelveen,200
2017,Hoorn,Amsterdam,5200
2017,Hoorn,Arnhem,100
2017,Hoorn,Bergen (NH.),100
2017,Hoorn,Beverwijk,200
2017,Hoorn,Castricum,100
2017,Hoorn,Den Helder,400
2017,Hoorn,Diemen,100
2017,Hoorn,Dijk en Waard,900
2017,Hoorn,Drechterland,600
2017,Hoorn,Edam-Volendam,400
2017,Hoorn,Enkhuizen,400
2017,Hoorn,Gooise Meren,100
2017,Hoorn,Haarlem,300
2017,Hoorn,Haarlemmermeer,1000
2017,Hoorn,Heemskerk,100
2017,Hoorn,Hilversum,100
2017,Hoorn,Hollands Kroon,300
2017,Hoorn,Hoorn,12300
2017,Hoorn,Huizen,100
2017,Hoorn,Koggenland,800
2017,Hoorn,Lelystad,100
2017,Hoorn,Medemblik,1900
2017,Hoorn,Nieuwegein,100
2017,Hoorn,Opmeer,300
2017,Hoorn,Ouder-Amstel,100
2017,Hoorn,Purmerend,1600
2017,Hoorn,Rotterdam,100
2017,Hoorn,Schagen,200
2017,Hoorn,Stede Broec,300
2017,Hoorn,Tiel,100
2017,Hoorn,Utrecht (gem),200
2017,Hoorn,Velsen,200
2017,Hoorn,Waterland,100
2017,Hoorn,Zaanstad,1400
2017,Koggenland,Alkmaar,1200
2017,Koggenland,Amsterdam,1000
2017,Koggenland,Bergen (NH.),100
2017,Koggenland,Beverwijk,100
2017,Koggenland,Castricum,100
2017,Koggenland,Den Helder,100
2017,Koggenland,Dijk en Waard,1100
2017,Koggenland,Drechterland,100
2017,Koggenland,Edam-Volendam,100
2017,Koggenland,Enkhuizen,100
2017,Koggenland,Haarlem,100
2017,Koggenland,Haarlemmermeer,200
2017,Koggenland,Hollands Kroon,100
2017,Koggenland,Hoorn,1600
2017,Koggenland,Koggenland,2600
2017,Koggenland,Medemblik,400
2017,Koggenland,Opmeer,400
2017,Koggenland,Purmerend,600
2017,Koggenland,Schagen,200
2017,Koggenland,Velsen,200
2017,Koggenland,Zaanstad,300
2017,Medemblik,'s-Gravenhage,100
2017,Medemblik,Aalsmeer,100
2017,Medemblik,Alkmaar,1000
2017,Medemblik,Amsterdam,1700
2017,Medemblik,Bergen (NH.),100
2017,Medemblik,Beverwijk,100
2017,Medemblik,Den Helder,400
2017,Medemblik,Dijk en Waard,500
2017,Medemblik,Drechterland,500
2017,Medemblik,Edam-Volendam,200
2017,Medemblik,Enkhuizen,700
2017,Medemblik,Haarlem,100
2017,Medemblik,Haarlemmermeer,300
2017,Medemblik,Hollands Kroon,800
2017,Medemblik,Hoorn,3600
2017,Medemblik,Koggenland,500
2017,Medemblik,Medemblik,6600
2017,Medemblik,Opmeer,500
2017,Medemblik,Purmerend,400
2017,Medemblik,Schagen,200
2017,Medemblik,Stede Broec,400
2017,Medemblik,Utrecht (gem),100
2017,Medemblik,Velsen,200
2017,Medemblik,Westland,200
2017,Medemblik,Zaanstad,300
2017,Opmeer,Alkmaar,500
2017,Opmeer,Amsterdam,400
2017,Opmeer,Den Helder,100
2017,Opmeer,Dijk en Waard,500
2017,Opmeer,Haarlemmermeer,100
2017,Opmeer,Hollands Kroon,200
2017,Opmeer,Hoorn,700
2017,Opmeer,Koggenland,500
2017,Opmeer,Medemblik,600
2017,Opmeer,Opmeer,1300
2017,Opmeer,Purmerend,100
2017,Opmeer,Schagen,100
2017,Opmeer,Velsen,100
2017,Opmeer,Zaanstad,100
2017,Schagen,'s-Gravenhage,100
2017,Schagen,Alkmaar,2600
2017,Schagen,Amsterdam,1300
2017,Schagen,Bergen (NH.),800
2017,Schagen,Beverwijk,100
2017,Schagen,Castricum,200
2017,Schagen,Den Helder,1100
2017,Schagen,Dijk en Waard,1799
2017,Schagen,Edam-Volendam,100
2017,Schagen,Enkhuizen,100
2017,Schagen,Haarlem,200
2017,Schagen,Haarlemmermeer,400
2017,Schagen,Heemskerk,100
2017,Schagen,Heiloo,100
2017,Schagen,Hollands Kroon,900
2017,Schagen,Hoorn,400
2017,Schagen,Koggenland,100
2017,Schagen,Medemblik,100
2017,Schagen,Opmeer,100
2017,Schagen,Purmerend,200
2017,Schagen,Rotterdam,100
2017,Schagen,Schagen,7900
2017,Schagen,Utrecht (gem),100
2017,Schagen,Velsen,500
2017,Schagen,Zaanstad,400
2017,Schagen,Zandvoort,100
2017,Stede Broec,Alkmaar,400
2017,Stede Broec,Amsterdam,800
2017,Stede Broec,Den Helder,100
2017,Stede Broec,Dijk en Waard,100
2017,Stede Broec,Drechterland,600
2017,Stede Broec,Edam-Volendam,100
2017,Stede Broec,Enkhuizen,1200
2017,Stede Broec,Haarlem,100
2017,Stede Broec,Haarlemmermeer,200
2017,Stede Broec,Hollands Kroon,100
2017,Stede Broec,Hoorn,1400
2017,Stede Broec,Koggenland,100
2017,Stede Broec,Lelystad,100
2017,Stede Broec,Medemblik,1300
2017,Stede Broec,Opmeer,100
2017,Stede Broec,Purmerend,200
2017,Stede Broec,Stede Broec,2200
2017,Stede Broec,Velsen,100
2017,Stede Broec,Zaanstad,100
2017,Texel,Alkmaar,100
2017,Texel,Amsterdam,100
2017,Texel,Den Helder,300
2017,Texel,Schagen,100
2017,Texel,Texel,4600
2017,Uitgeest,Alkmaar,400
2017,Uitgeest,Amstelveen,100
2017,Uitgeest,Amsterdam,1200
2017,Uitgeest,Beverwijk,500
2017,Uitgeest,Castricum,500
2017,Uitgeest,Den Helder,100
2017,Uitgeest,Dijk en Waard,100
2017,Uitgeest,Haarlem,400
2017,Uitgeest,Haarlemmermeer,300
2017,Uitgeest,Heemskerk,500
2017,Uitgeest,Heemstede,100
2017,Uitgeest,Heiloo,100
2017,Uitgeest,Purmerend,100
2017,Uitgeest,Rotterdam,100
2017,Uitgeest,Uitgeest,800
2017,Uitgeest,Utrecht (gem),100
2017,Uitgeest,Velsen,600
2017,Uitgeest,Zaanstad,500
2018,Alkmaar,'s-Gravenhage,200
2018,Alkmaar,Aalsmeer,100
2018,Alkmaar,Alkmaar,20000
2018,Alkmaar,Almere,100
2018,Alkmaar,Amersfoort,100
2018,Alkmaar,Amstelveen,300
2018,Alkmaar,Amsterdam,6700
2018,Alkmaar,Bergen (NH.),1200
2018,Alkmaar,Beverwijk,700
2018,Alkmaar,Bloemendaal,100
2018,Alkmaar,Castricum,600
2018,Alkmaar,Den Helder,800
2018,Alkmaar,Diemen,200
2018,Alkmaar,Dijk en Waard,4500
2018,Alkmaar,Edam-Volendam,200
2018,Alkmaar,Enkhuizen,100
2018,Alkmaar,Haarlem,1400
2018,Alkmaar,Haarlemmermeer,2000
2018,Alkmaar,Heemskerk,300
2018,Alkmaar,Heemstede,100
2018,Alkmaar,Heiloo,900
2018,Alkmaar,Helmond,100
2018,Alkmaar,Hilversum,100
2018,Alkmaar,Hollands Kroon,200
2018,Alkmaar,Hoorn,1100
2018,Alkmaar,Koggenland,300
2018,Alkmaar,Leiden,100
2018,Alkmaar,Medemblik,200
2018,Alkmaar,Nieuwegein,100
2018,Alkmaar,Oostzaan,100
2018,Alkmaar,Opmeer,100
2018,Alkmaar,Ouder-Amstel,100
2018,Alkmaar,Purmerend,1400
2018,Alkmaar,Rotterdam,200
2018,Alkmaar,Schagen,1000
2018,Alkmaar,Tilburg,100
2018,Alkmaar,Uitgeest,200
2018,Alkmaar,Utrecht (gem),300
2018,Alkmaar,Velsen,1800
2018,Alkmaar,Waterland,100
2018,Alkmaar,Wormerland,100
2018,Alkmaar,Zaanstad,2000
2018,Bergen (NH.),'s-Gravenhage,100
2018,Bergen (NH.),Alkmaar,2300
2018,Bergen (NH.),Amstelveen,100
2018,Bergen (NH.),Amsterdam,1300
2018,Bergen (NH.),Bergen (NH.),3200
2018,Bergen (NH.),Beverwijk,200
2018,Bergen (NH.),Castricum,400
2018,Bergen (NH.),Den Helder,100
2018,Bergen (NH.),Dijk en Waard,700
2018,Bergen (NH.),Haarlem,200
